equipment_id,equipment_type,usage_hours,days_since_maintenance,temperature,load,failure
70,Ventilator,241,84,38.77129139033525,0.6892237732882134,1
71,X-Ray,276,92,27.231354727187867,0.4420670580434848,1
72,MRI,226,75,63.8614202874969,0.2774387139155896,1
73,MRI,148,4,31.555941667137827,0.53126490649924,0
74,MRI,85,79,26.916921274837062,0.27510249086677085,1
75,MRI,145,6,45.30575958383075,0.24969844696882795,0
76,MRI,201,94,67.72051027754584,0.6556165816716768,1
77,MRI,200,51,64.70387288721322,0.5707762521236063,1
78,X-Ray,239,62,23.292956878788495,0.7030864311498475,0
79,X-Ray,273,57,47.30862110216937,0.9366452896797902,0
80,MRI,86,66,,0.5790341920051362,0
81,X-Ray,317,79,58.67279903754933,0.622838847936518,1
82,Ventilator,418,75,59.01004102659369,0.1806637052394479,1
83,MRI,232,8,41.88183496743835,0.7458722073177666,0
84,Ventilator,62,26,53.64063164021084,0.45991468612374065,0
85,Ventilator,328,51,48.86371303064519,0.9790527147963209,0
86,MRI,266,45,73.09990139139686,0.8408566140360942,1
87,X-Ray,404,44,51.81590795809401,0.5702329364645065,1
88,Ventilator,410,5,46.4619297048897,0.21090038875494943,1
89,MRI,335,70,44.26912698091104,0.8734742139525302,0
90,Ventilator,322,26,54.34566556600794,0.8198029858816195,0
91,Ventilator,418,68,68.23861876405385,0.2661266165833297,1
92,Ventilator,111,19,52.304089422847255,0.36575046029827907,0
93,Ventilator,133,84,59.69931050483249,0.8140665323330536,1
94,X-Ray,417,97,64.2713460143915,0.2667056018926687,1
95,Ventilator,266,20,51.21008659272391,0.9259772402542396,0
96,Ventilator,391,12,45.60902339929186,0.4820746826767257,0
97,Ventilator,446,47,72.59992267174697,0.1783350663288928,1
98,X-Ray,236,1,45.05036504167353,0.8341737791538528,0
99,Ventilator,68,90,47.71657103453526,0.4361587147345488,1
100,Ventilator,226,14,79.42047880050663,0.5738492747384029,1
101,X-Ray,149,64,20.014251414553076,0.20107390997009728,0
102,X-Ray,445,38,31.12837457460335,0.10232561336048415,1
103,X-Ray,494,37,,0.6741866852139679,1
104,Ventilator,282,11,75.95539456551518,0.5636576533003584,1
105,X-Ray,452,77,24.20178234484826,0.6341847122108325,1
106,X-Ray,125,3,20.569126017709884,0.8143694653424647,0
107,Ventilator,314,33,23.161030158633714,0.6819453220805741,0
108,X-Ray,333,6,25.31260463681709,0.2572960985446395,0
109,Ventilator,255,50,22.255806392375654,0.42469526719953987,0
110,MRI,272,10,48.78687961139029,0.9153019943089843,0
111,X-Ray,433,5,54.845432433639665,0.792950230226511,1
112,MRI,101,23,36.301218264140246,0.6009733521430455,0
113,Ventilator,388,10,43.897243038538136,0.33008049802834505,0
114,X-Ray,416,44,25.501960106685807,0.3718544516513156,1
115,Ventilator,193,2,40.182227829705326,0.7587622608270711,0
116,MRI,422,13,51.35115149807139,0.8660568347674937,1
117,Ventilator,118,40,63.93630843107871,0.7042822025775529,1
118,X-Ray,148,2,20.200781722578753,0.8285769781915976,0
119,X-Ray,445,84,48.038645992259156,0.7899905216803654,1
120,MRI,74,65,37.82017258729293,0.23473357116126198,0
121,Ventilator,485,63,71.16930930151409,0.4815503316219718,1
122,X-Ray,428,73,62.933198914054515,0.23768542074570642,1
123,MRI,102,17,55.34651206825369,0.31171202632178635,0
124,X-Ray,200,9,36.63593874180641,0.8823336621859473,0
125,X-Ray,193,75,74.62034612345207,0.5256027690698639,1
126,Ventilator,106,15,22.70604063321939,0.5818222916583948,0
127,X-Ray,88,24,26.568055920746907,0.26060136870499495,0
128,Ventilator,158,38,43.497808432421365,0.38104460744391644,0
129,X-Ray,230,35,27.466253437811382,0.30722155158508296,0
130,MRI,91,94,,0.2855675480665838,1
131,X-Ray,235,95,67.879359328603,0.674164713984373,1
132,Ventilator,472,49,35.53895909610882,0.3311954628811433,1
133,Ventilator,447,69,55.31325373839472,0.6688139374183766,1
134,MRI,272,62,78.9398309048049,0.15260915269769854,1
135,X-Ray,171,60,73.05193868789019,0.22759695417439169,1
136,X-Ray,182,50,56.04790678653188,0.34708622860011284,0
137,MRI,212,78,74.22343803051623,0.6373422252061225,1
138,X-Ray,264,75,79.35109458880154,0.7082571205786383,1
139,X-Ray,270,9,64.60116937361745,0.49844527010157436,1
140,Ventilator,284,34,23.89918456897364,0.5012118231195061,0
141,X-Ray,380,76,,0.7520651662587563,1
142,X-Ray,195,99,70.26954411699472,0.11423898258902421,1
143,MRI,288,35,33.83415174830114,0.40698102202679853,0
144,MRI,125,1,69.83855106503748,0.8368363514073095,1
145,Ventilator,58,40,27.22032572209976,0.6428974691920349,0
146,X-Ray,123,64,22.81672142886878,0.40350441947987836,0
147,X-Ray,491,22,43.045436689474975,0.9149723130967065,1
148,X-Ray,450,60,22.20391624559682,0.7953604547044443,1
149,Ventilator,302,64,77.43621577899954,0.3384059025130601,1
150,Ventilator,279,93,69.57234174763795,0.6807608537731452,1
151,MRI,56,72,,0.636175655370061,1
152,Ventilator,223,11,57.786675379769186,0.4610691226350845,0
153,X-Ray,190,14,32.979441382193215,0.43026047128432066,0
154,X-Ray,217,60,51.09562200058353,0.40920442729813356,0
155,Ventilator,219,30,55.83644434582046,0.6554402050560821,0
156,X-Ray,442,35,51.50189005161609,0.4981689428326026,1
157,X-Ray,483,85,,0.8486768019262798,1
158,Ventilator,332,37,50.91487545888356,0.7026423545205657,0
159,Ventilator,171,5,49.47118045211759,0.1629384451384907,0
160,X-Ray,243,83,79.78014654840345,0.6761514014453495,1
161,X-Ray,54,78,73.84616888277223,0.34403269285016636,1
162,X-Ray,78,26,47.802844892937195,0.6335307924880804,0
163,MRI,214,62,57.37624297610712,0.7121187379931062,0
164,MRI,471,4,64.8722962455337,0.3077462702386109,1
165,MRI,388,89,22.091909614029493,0.5111727803923318,1
166,Ventilator,185,42,73.6952864736704,0.27129237653716104,1
167,MRI,414,89,71.60760898507542,0.1471049882078575,1
168,Ventilator,370,18,47.44592586642244,0.4406287811372822,0
169,Ventilator,391,40,43.47018596482279,0.4266498446613928,0
170,MRI,194,72,,0.9959324416338313,1
171,MRI,376,39,,0.501717116077878,0
172,MRI,266,14,22.662599811994205,0.40021259452498037,0
173,X-Ray,350,32,71.13161200082047,0.6224275060450072,1
174,MRI,181,51,22.125342105112704,0.17989065469699161,0
175,X-Ray,341,38,39.74308192219226,0.9654991623593319,0
176,Ventilator,119,97,75.89536929913939,0.6714640410319298,1
177,X-Ray,301,23,64.11275927140716,0.779354037946763,1
178,MRI,464,63,36.883457634651606,0.2534301443565258,1
179,Ventilator,324,15,35.158945637653105,0.46853006770468353,0
180,Ventilator,494,97,20.304928389081557,0.48042020205657054,1
181,Ventilator,413,25,61.74285757098501,0.8396257995109782,1
182,X-Ray,231,17,22.927014900390386,0.1011130117834685,0
183,MRI,216,97,51.95615116404572,0.37076779751792954,1
184,Ventilator,140,66,77.72731835552298,0.9831127369098734,1
185,Ventilator,251,78,26.568131603267233,0.5273978891555968,1
186,Ventilator,395,53,73.66879585808405,0.44427365221960746,1
187,X-Ray,68,51,,0.2078461018158817,1
188,X-Ray,88,39,23.691021574354103,0.976748165765214,0
189,MRI,175,51,72.97437614824767,0.11802372033324203,1
190,X-Ray,222,70,50.964741226616994,0.7634622025065188,0
191,Ventilator,190,6,74.3908231666748,0.7917398243096576,1
192,MRI,291,67,54.27913651517444,0.31929104445747997,0
193,Ventilator,269,7,59.726720606393876,0.7044025992517335,0
194,Ventilator,175,51,52.626734479843954,0.18363622994145096,0
195,X-Ray,107,72,71.8695728184409,0.3313425397888719,1
196,MRI,197,42,64.03459513722211,0.8091117894630385,1
197,X-Ray,366,64,51.275618730824895,0.8782175728301862,0
198,X-Ray,432,15,72.08964824309282,0.6476377713938122,1
199,MRI,410,29,34.717131935320076,0.5561545886384344,1
200,Ventilator,472,33,29.44043958215156,0.24337361855708228,1
201,Ventilator,50,94,29.624006319804327,0.15679812977123517,1
202,MRI,436,27,40.04053272471427,0.20588412562620279,1
203,Ventilator,397,36,34.32140187806105,0.30462157008648894,0
204,MRI,239,29,75.80542103058431,0.4075070517072288,1
205,MRI,240,38,26.35004562971504,0.44281857295988847,0
206,X-Ray,418,57,61.93944428237526,0.4116895917301032,1
207,MRI,458,97,31.353292387100353,0.31514979897753903,1
208,X-Ray,361,27,,0.5587518220765283,1
209,Ventilator,466,55,77.67891729109445,0.8427574974096071,1
210,Ventilator,471,33,47.928200526199014,0.35173318462433134,1
211,Ventilator,166,68,72.7442888136879,0.9481483171920098,1
212,Ventilator,183,86,20.308710245282885,0.886002995551463,1
213,X-Ray,107,66,69.19681504448602,0.24558779021689867,1
214,Ventilator,93,10,33.71750969149541,0.807648361081385,0
215,MRI,222,5,74.52207855616207,0.61712864408599,1
216,MRI,209,74,20.067206688806568,0.6099178259542767,1
217,MRI,222,97,53.37090410238542,0.45193848675235704,1
218,X-Ray,366,38,65.39814822709607,0.5510376992638087,1
219,Ventilator,352,13,35.52129984187448,0.45746089968629,0
220,Ventilator,198,31,31.587971875237585,0.5857593568839485,0
221,Ventilator,129,47,25.04589346807908,0.6651550474953722,0
222,X-Ray,423,88,39.58601459019758,0.7068734257681436,1
223,MRI,262,52,53.59065873852977,0.5792330733034836,0
224,MRI,252,56,26.95063140681546,0.7492798605958585,0
225,Ventilator,301,15,42.60172171920793,0.22715024434795522,0
226,MRI,278,29,20.544344279163496,0.2907842418120147,0
227,MRI,213,8,69.1207652299905,0.8368615036668431,1
228,X-Ray,276,5,27.706923085591484,0.39027518006177364,0
229,X-Ray,196,29,37.0005768959349,0.12060444247850823,0
230,X-Ray,69,47,21.10566312429305,0.238412034701228,0
231,X-Ray,490,68,45.93444703355074,0.30125299104668013,1
232,Ventilator,451,76,70.40729016447312,0.9615905991051285,1
233,X-Ray,96,45,43.5290726867118,0.6157372860377643,0
234,MRI,282,2,30.769839405430005,0.9394576664286294,0
235,Ventilator,354,27,65.22193004303115,0.6176470154469624,1
236,MRI,63,95,67.32841891224466,0.5314189961240666,1
237,MRI,192,36,30.425208518454006,0.38235492207468647,0
238,MRI,464,36,66.25124651245939,0.645733849990038,1
239,X-Ray,50,26,76.83787329538028,0.22527822215577686,1
240,X-Ray,422,43,29.98265521593634,0.9084354645634354,1
241,Ventilator,103,27,66.25905755192812,0.8463991646271554,1
242,Ventilator,423,69,62.51432027615776,0.38577830308906336,1
243,X-Ray,308,20,48.41443330610531,0.9575177748411648,0
244,MRI,193,11,23.475227633527897,0.8426806906740113,0
245,Ventilator,490,74,24.48166506547124,0.6996761972515357,1
246,X-Ray,61,38,71.14487955191886,0.20958572001274733,1
247,X-Ray,379,6,79.40890236503881,0.5304106207432651,1
248,X-Ray,273,72,60.56313543120527,0.5554967993620757,1
249,MRI,321,23,46.757498420619285,0.3092962225288421,0
250,X-Ray,407,47,58.85441860411446,0.17196885492337177,1
251,X-Ray,457,90,55.66375155371272,0.7990512674245234,1
252,X-Ray,205,46,,0.20983154691195555,0
253,X-Ray,422,12,23.937568674440776,0.6348616755055972,1
254,Ventilator,57,90,69.29077684444646,0.9428042564952945,1
255,Ventilator,171,13,42.310011754323476,0.8884946733382383,0
256,X-Ray,397,62,69.12713860142563,0.349977361374335,1
257,MRI,213,82,35.15052498130294,0.8663037737961388,1
258,Ventilator,139,89,20.061768790738004,0.10029925550844047,1
259,X-Ray,185,97,29.53629699660539,0.1159190286519315,1
260,Ventilator,235,60,48.11236500611506,0.6422978474585784,0
261,Ventilator,365,43,76.65821809746978,0.4283183972300766,1
262,MRI,227,76,26.131617181623138,0.4478147570432325,1
263,X-Ray,77,68,71.25258646769396,0.6079969816109942,1
264,X-Ray,269,5,51.62144577271172,0.27260421003267454,0
265,MRI,406,37,69.5552459479938,0.29057981559893054,1
266,MRI,90,72,37.902465859399555,0.5361414283169782,1
267,X-Ray,277,92,70.39682988034832,0.7788281899094768,1
268,X-Ray,241,31,66.36936680100827,0.6575479762668289,1
269,MRI,460,9,33.803220981886035,0.36761954341315506,1
270,Ventilator,496,51,27.880107584562683,0.48730345975802913,1
271,Ventilator,194,29,72.08325935193757,0.25359828269499857,1
272,MRI,250,78,77.79419920640791,0.16716683290337353,1
273,Ventilator,466,40,21.878138824850975,0.8044264366697343,1
274,MRI,261,41,63.876204018421134,0.33884866826937515,1
275,Ventilator,269,86,74.57147065686911,0.2599897490661234,1
276,Ventilator,289,11,71.44160552554992,0.7224562500123873,1
277,X-Ray,462,23,77.87122833621251,0.6562465068584674,1
278,X-Ray,446,1,65.60564470628583,0.6698706634121177,1
279,Ventilator,95,46,46.53792574285461,0.30600514436195225,0
280,Ventilator,84,21,38.71711942970783,0.3093809847064129,0
281,X-Ray,302,90,39.244564426287646,0.2987223668070752,1
282,X-Ray,439,36,63.465360356847015,0.25637733609606506,1
283,X-Ray,131,54,64.75022072185786,0.6901513053054906,1
284,MRI,420,87,32.02154861292276,0.8632142967244613,1
285,Ventilator,305,57,72.08736880943187,0.7518857227089951,1
286,X-Ray,246,1,62.895442412134855,0.8128842703844888,1
287,Ventilator,352,63,53.76501718060296,0.46431858617667987,0
288,MRI,458,54,48.291947606150764,0.6886682158347983,1
289,MRI,499,55,52.593968347397485,0.4188126164002971,1
290,X-Ray,59,40,29.554744296755867,0.572954159771776,0
291,MRI,361,15,32.22207495657645,0.5334713618813761,0
292,Ventilator,335,21,,0.25919843062946896,0
293,X-Ray,291,47,29.21948228966676,0.44837088430206773,0
294,Ventilator,300,73,47.22161807631696,0.9674400479341159,1
295,Ventilator,414,53,51.821263623695366,0.32372223194344785,1
296,MRI,54,9,21.07171354869916,0.22042336265153983,0
297,MRI,168,74,67.80786967184164,0.47672255946154174,1
298,MRI,338,52,,0.8113039622741333,0
299,MRI,423,57,74.71016209759466,0.6239334068019751,1
300,MRI,114,26,78.05067581682667,0.7128773445144201,1
301,X-Ray,195,41,31.12753248059926,0.2707253633572095,0
302,Ventilator,273,35,47.72583744593964,0.6570533737069494,0
303,Ventilator,288,63,20.073910109985555,0.3911503554203264,0
304,Ventilator,226,25,55.89963590734562,0.8508730293592908,0
305,Ventilator,316,90,56.438386895760274,0.6663689254096625,1
306,MRI,390,75,34.85239733620251,0.27897064999776633,1
307,Ventilator,331,38,53.50476035499187,0.15815501185967754,0
308,X-Ray,112,2,,0.13836988835832947,0
309,X-Ray,266,7,29.649528144691402,0.4342677108851267,0
310,Ventilator,391,82,59.09116800813588,0.33926602298888214,1
311,Ventilator,364,91,39.555527837124494,0.6814811111162572,1
312,X-Ray,332,34,55.41583633313735,0.5494004514807564,0
313,X-Ray,226,91,45.99480493829934,0.33941735020484265,1
314,MRI,466,17,79.06108444417424,0.23431400015515852,1
315,X-Ray,147,43,28.974838560053946,0.21447978641870463,0
316,MRI,154,59,47.87591579814861,0.8781943529263759,0
317,MRI,148,51,60.82739758155952,0.3191301715643805,1
318,MRI,434,54,,0.6865395831198715,1
319,MRI,454,24,78.48199111224139,0.8296173351876396,1
320,MRI,360,25,63.3132576756161,0.6526731800662625,1
321,Ventilator,55,71,59.419031453869586,0.8736087084822511,1
322,X-Ray,246,52,65.42355605667339,0.45315434937562704,1
323,MRI,400,70,77.15891828232301,0.9605999715840535,1
324,X-Ray,182,88,74.4691191790784,0.21983050376028723,1
325,X-Ray,407,33,63.457118487584715,0.1919345766917843,1
326,MRI,308,49,64.94969834607699,0.6928229315866992,1
327,Ventilator,486,29,28.755324442108726,0.9485480272719355,1
328,MRI,72,63,26.16754426955994,0.8279951154726952,0
329,Ventilator,102,22,54.254270110649855,0.1687751734942463,0
330,X-Ray,214,26,21.1020582164324,0.35143094254124474,0
331,Ventilator,251,28,48.94138289309549,0.9372869963540413,0
332,Ventilator,132,85,32.62097479513211,0.3277525895207061,1
333,Ventilator,194,49,40.76099405869037,0.8030533814082274,0
334,X-Ray,134,71,66.54828414757736,0.8426189763358334,1
335,X-Ray,127,81,76.47425025394318,0.5459068931148836,1
336,Ventilator,415,84,24.34497632878049,0.44771401886348394,1
337,Ventilator,50,49,52.054532358586705,0.5051119891777837,0
338,MRI,100,20,72.952009149176,0.30426822492882777,1
339,Ventilator,222,86,24.950512066425276,0.9004518245159598,1
340,MRI,254,92,69.47084281381004,0.5055576910567822,1
341,Ventilator,309,63,41.46808105569628,0.8942134964104899,0
342,MRI,495,61,39.32568213316012,0.1951241319156467,1
343,X-Ray,498,49,78.64798317888715,0.9894477439001182,1
344,Ventilator,418,71,32.05154539173765,0.4989457786992565,1
345,Ventilator,337,1,61.591636449360855,0.14304773835469492,1
346,Ventilator,83,96,69.28644368059199,0.13421966341370944,1
347,Ventilator,397,13,,0.7715865317336548,0
348,MRI,144,94,60.223127501264734,0.6931319807833127,1
349,Ventilator,121,87,77.09299846131961,0.8219175023148287,1
350,X-Ray,88,51,27.45319800368356,0.19483078055752537,0
351,X-Ray,203,56,73.7732781611023,0.1320137803319935,1
352,Ventilator,299,83,55.686598242616164,0.5577213605028206,1
353,X-Ray,211,62,56.99627491174844,0.4488357083344926,0
354,Ventilator,487,32,56.77665049193636,0.5157522430038602,1
355,Ventilator,167,30,37.93015318023883,0.9924295679832466,0
356,X-Ray,308,29,76.11210891796759,0.9736749619036031,1
357,Ventilator,428,49,76.84102775786232,0.9480838507058735,1
358,X-Ray,355,45,57.51827961283687,0.8054584090909065,0
359,MRI,317,93,67.00536355649689,0.41935722423120136,1
360,Ventilator,498,30,56.73547915286948,0.4709178372364945,1
361,MRI,103,16,49.063906854442436,0.594654439347032,0
362,X-Ray,285,40,59.64920709795504,0.8474810107643559,0
363,MRI,438,19,53.180087155517505,0.161841549266441,1
364,MRI,271,18,55.84855175791581,0.4818671972963994,0
365,X-Ray,300,1,67.02995320513172,0.17435589711334182,1
366,MRI,362,78,48.854229886939095,0.5631918279161604,1
367,MRI,450,47,22.445246365548364,0.9090107416056118,1
368,X-Ray,161,66,29.839968859369833,0.8042364321075441,0
369,MRI,304,92,46.3164329893723,0.305058175788799,1
370,X-Ray,352,94,63.4895935924435,0.9783917646389132,1
371,MRI,456,38,55.596718898610725,0.7006153582417856,1
372,X-Ray,256,51,59.01765115240723,0.10938492945766276,0
373,X-Ray,278,63,48.75673571457724,0.3298721362166976,0
374,MRI,390,4,,0.3346419699279249,0
375,MRI,447,1,39.74104626887973,0.16232887565727394,1
376,MRI,115,8,48.210955561799906,0.9638438662683361,0
377,Ventilator,124,29,64.65674393569734,0.5304297651183314,1
378,Ventilator,484,55,72.30996673838726,0.9062331376346937,1
379,Ventilator,152,3,46.01932003738334,0.3899939531001655,0
380,X-Ray,471,32,22.619699462441673,0.21271021338954443,1
381,MRI,241,10,29.70035264880816,0.5269024989155925,0
382,X-Ray,301,74,21.251668357492285,0.20256097124288547,1
383,Ventilator,275,83,59.1957811542398,0.537413952679786,1
384,MRI,343,34,39.93887752130654,0.928267463097467,0
385,X-Ray,355,97,52.54871814316205,0.5686913276507914,1
386,MRI,147,87,49.59661080702797,0.6548497542055751,1
387,X-Ray,387,55,24.8915893731456,0.24097459327642748,0
388,MRI,335,92,44.19568166742991,0.13936206329197254,1
389,Ventilator,384,32,33.2336674953394,0.19972716596182633,0
390,Ventilator,396,50,45.10398732005916,0.6386784181159291,0
391,MRI,484,7,32.21469682053456,0.1855105290930742,1
392,X-Ray,496,93,70.42714437661601,0.4383936009471803,1
393,Ventilator,357,8,30.451600194695217,0.5950827464123404,0
394,Ventilator,298,65,77.64683308921862,0.4497875187668623,1
395,Ventilator,215,57,44.95444196881645,0.24731542131877135,0
396,MRI,384,67,70.77471752114296,0.34641217676269587,1
397,MRI,79,88,57.72588909235671,0.9354857795637193,1
398,X-Ray,296,87,64.12101791994516,0.7083840480277198,1
399,X-Ray,155,59,66.06343328400682,0.5464430548118979,1
400,X-Ray,100,72,50.29069291358107,0.11144340098820417,1
401,MRI,130,54,52.5980314017973,0.9931738604405231,0
402,MRI,182,67,50.839752068523495,0.7043094414051789,0
403,X-Ray,334,51,55.283502685404756,0.3852302296104505,0
404,X-Ray,437,97,21.763666745390438,0.8913417939980544,1
405,MRI,187,92,43.73091019094092,0.3325884582626363,1
406,X-Ray,233,8,56.37132281367029,0.5896149212644765,0
407,Ventilator,450,34,55.86341391535186,0.6724636873568426,1
408,MRI,379,35,67.57736567633789,0.29895703430835563,1
409,X-Ray,322,96,59.30056032992651,0.9805575509205363,1
410,MRI,389,88,79.52799898044034,0.7733727153810978,1
411,Ventilator,118,78,37.0312717165187,0.6020319029599629,1
412,MRI,83,32,41.54906177997389,0.2625351383577708,0
413,MRI,311,46,43.03082911206778,0.1484723862982235,0
414,MRI,102,16,47.94876842121491,0.3880538492688851,0
415,MRI,499,68,70.15988382687257,0.7778686023220626,1
416,Ventilator,254,37,34.14752563755259,0.3423981684718226,0
417,MRI,175,54,66.56001242212577,0.5856005984459546,1
418,MRI,284,85,44.3186109851446,0.7551524590576688,1
419,X-Ray,92,14,56.11132301972051,0.19714934318181793,0
420,MRI,289,95,57.952431993578365,0.7167682145042861,1
421,X-Ray,420,55,42.37091823133606,0.18268379893904024,1
422,Ventilator,160,48,50.756912312348305,0.9686167679142969,0
423,Ventilator,298,82,44.78187047886182,0.5395547170584456,1
424,Ventilator,200,7,24.147967171197166,0.23560849693888966,0
425,Ventilator,232,74,46.229923329009594,0.40814527243019183,1
426,X-Ray,385,7,25.84360355321313,0.47207480436573535,0
427,MRI,144,33,44.301247944819295,0.7823665099688836,0
428,Ventilator,423,23,55.575103989906914,0.7690814074689484,1
429,MRI,449,85,54.764893960610046,0.6507464548035979,1
430,X-Ray,57,19,59.75727674049922,0.19533764130264367,0
431,X-Ray,437,19,25.715690477277576,0.23641243442890625,1
432,X-Ray,409,36,,0.18438122858100098,1
433,Ventilator,437,29,38.728883401786824,0.6194555049587951,1
434,MRI,233,60,43.942756768226666,0.8894245973602636,0
435,MRI,330,82,71.47917523536235,0.4904204610292946,1
436,MRI,244,2,20.541824247773015,0.2447633565619716,0
437,X-Ray,401,1,55.30475800043633,0.6022380926340704,1
438,Ventilator,244,47,55.92283880600645,0.8305769951791389,0
439,X-Ray,204,69,43.79958658061372,0.767540855361637,0
440,X-Ray,142,20,,0.8933057017075192,0
441,MRI,209,11,34.08044229569306,0.35011188752398104,0
442,X-Ray,483,2,73.02258017964516,0.2745584805409974,1
443,MRI,110,67,46.52146242697145,0.8918348373477448,0
444,Ventilator,171,87,39.853361779350315,0.6918042815002208,1
445,MRI,100,12,46.92665442988418,0.3798360370067988,0
446,Ventilator,452,20,60.16342408756168,0.7681132455152583,1
447,MRI,326,5,28.745394094685103,0.8336065460323311,0
448,X-Ray,54,37,46.966030112824264,0.6534804163070191,0
449,X-Ray,141,38,55.273062266623214,0.7190956988919236,0
450,Ventilator,219,94,76.91500129108603,0.43773391399839967,1
451,Ventilator,366,9,35.15166692452516,0.5848261006087352,0
452,Ventilator,71,98,41.55504487497473,0.5717432536535461,1
453,MRI,454,53,42.76151539534543,0.8632430120176947,1
454,MRI,375,44,56.33228945869297,0.8559675822539643,0
455,Ventilator,50,99,41.4039231824001,0.8494124224123388,1
456,X-Ray,182,86,52.01071551798174,0.10992845283621921,1
457,MRI,282,24,,0.7745909360219995,1
458,MRI,61,81,62.32313564673221,0.7828087510999043,1
459,MRI,395,74,46.782118790755135,0.7105409405696277,1
460,Ventilator,95,30,71.85297066045013,0.7806381921023073,1
461,Ventilator,83,59,53.48841497563177,0.8577733343470378,0
462,Ventilator,482,87,52.39435037013275,0.5232871486916071,1
463,Ventilator,127,96,22.05126595634949,0.5518451921396025,1
464,Ventilator,267,81,79.20157882142969,0.21224265122025143,1
465,X-Ray,350,81,27.378248511777603,0.4468382947426256,1
